"name","kind","alias_of","upstream_package","family","scope","exclusion_reason","problem_representation","fixed_adaptive_behavior","jacobian_requirement","linear_solver_requirement","dense_output_requirement","controller_requirement","required_features","rust_status","rust_name","rust_public_name","rust_public_export_detected","rust_algorithm_implementation_detected","julia_status","julia_compliance_detected","upstream_source","upstream_line"
"ROS3PRL","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros3Prl","Ros3Prl","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","256"
"ROS3PRL2","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros3Prl2","Ros3Prl2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","262"
"Ros4LStab","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros4LStab","Ros4LStab","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","304"
"Rosenbrock23","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rosenbrock23","Rosenbrock23","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","6"
"Rosenbrock32","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rosenbrock32","Rosenbrock32","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","12"
"RosenbrockW6S4OS","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","fixed-step","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","RosenbrockW6S4OS","RosenbrockW6S4OS","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","163"
"RosShamp4","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","RosShamp4","RosShamp4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","274"
"Scholz4_7","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Scholz4_7","Scholz4_7","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","220"
"Tsit5DA","configured-alias","HybridExplicitImplicitRK(Tsit5DATableau, order=5)","OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Tsit5DA","Tsit5DA","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","454"
"Veldd4","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Veldd4","Veldd4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","280"
"Velds4","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Velds4","Velds4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","286"
"ARS222","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","Ars222","Ars222","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1541"
"ARS232","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","Ars232","Ars232","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1591"
"ARS343","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","Ars343","Ars343","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1491"
"ARS443","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","Ars443","Ars443","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1641"
"BHR553","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem or SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller; split explicit/implicit right-hand side","implemented-and-julia-tested","Bhr553","Bhr553","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","1766"
"Cash4","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Cash4","Cash4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","550"
"CFNLIRK3","algorithm",,"OrdinaryDiffEqSDIRK","SDIRK, ESDIRK, and additive IMEX RK","included",,"ODEProblem","fixed-step","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","nonlinear solve; Jacobian and linear solve; adaptive controller","implemented-and-julia-tested","Cfnlirk3","Cfnlirk3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSDIRK/src/algorithms.jl","500"
